http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,26.435893
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,16.932598
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,21.454989
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,19.934268
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,18.597764
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,16.960349
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,28.567691
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,18.371191
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,20.476819
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,16.516689
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,15.992201
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,15.708095
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,14.219034
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,15.186995
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=961,67,16.474156
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,10.696086
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.405410
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.211094
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,9.356582
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,7.748074
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.276718
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,9.124898
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,9.433293
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.850197
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,7.741520
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,10.911694
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.352179
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,10.904044
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,9.167599
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=1247,27,8.764093
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.511422
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,13.281710
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,13.637192
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.913779
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,16.814543
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.594143
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,11.292117
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.703876
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.148240
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,13.486846
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.129372
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.900186
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.400441
http://www.guidetopharmacology.org:9080/GRAC/DiseaseDisplayForward?diseaseId=285,46,12.598027
